"","wordle_dict","V1","V2","V3","V4","V5","V7","V8","V9","V10","V11","unique","sumf","score","rank"
"1720","taste","t","a","s","t","e",6.28276287388221,17.445266728338,4.10884983040395,6.92260252852297,11.7329633055813,4,46.4924452667283,185.969781066913,6356.5
"1721","lupus","l","u","p","u","s",4.44804193647857,9.15047795251311,2.80604378661733,3.09127351218008,30.5118717237126,4,50.0077089115017,200.030835646007,5494
"1722","gumbo","g","u","m","b","o",4.91828553808202,9.15047795251311,3.93925377736664,1.87326549491212,2.99876657415973,5,22.8800493370336,114.400246685168,11669
"1723","miner","m","i","n","e","r",5.3422756706753,10.6614246068455,7.43139068763491,17.9386370644465,5.18809744064138,5,46.5618254702436,232.809127351218,3850
"1724","green","g","r","e","e","n",4.91828553808202,7.2463768115942,6.79925994449584,17.9386370644465,4.08572309589886,4,40.9882824545174,163.95312981807,8046
"1725","chasm","c","h","a","s","m",7.10761640456368,4.20906567992599,9.52821461609621,3.97779833487512,1.40302189330866,5,26.2257169287697,131.128584643848,10717.5
"1726","lipid","l","i","p","i","d",4.44804193647857,10.6614246068455,2.80604378661733,6.78384212149244,6.34443416589578,4,31.0437866173296,124.175146469319,11146
"1727","topic","t","o","p","i","c",6.28276287388221,16.1578785075547,2.80604378661733,6.78384212149244,0.979031760715387,5,33.0095590502621,165.047795251311,7956
"1728","armor","a","r","m","o","r",5.68146777674992,7.2463768115942,3.93925377736664,5.38082022818378,5.18809744064138,4,27.4360160345359,109.744064138144,11902
"1729","brush","b","r","u","s","h",7.00740055504163,7.2463768115942,5.14184397163121,3.97779833487512,2.85229725562751,5,26.2257169287697,131.128584643848,10717.5
"1730","crane","c","r","a","n","e",7.10761640456368,7.2463768115942,9.52821461609621,6.07462226333642,11.7329633055813,5,41.6897934011718,208.448967005859,5050
"1731","mural","m","u","r","a","l",5.3422756706753,9.15047795251311,9.23527597903176,8.27937095282146,3.66944187480728,5,35.6768424298489,178.384212149245,6892
"1732","abled","a","b","l","e","d",5.68146777674992,0.624421831637373,6.53715695343818,17.9386370644465,6.34443416589578,5,37.1261177921677,185.630588960839,6375.5
"1733","habit","h","a","b","i","t",3.76965772432932,17.445266728338,2.58248535306815,6.78384212149244,5.60437866173296,5,36.1856305889608,180.928152944804,6714.5
"1734","bossy","b","o","s","s","y",7.00740055504163,16.1578785075547,4.10884983040395,3.97779833487512,10.0292938637064,4,41.2812210915819,165.124884366327,7950
"1735","maker","m","a","k","e","r",5.3422756706753,17.445266728338,2.0968239284613,17.9386370644465,5.18809744064138,5,48.0111008325624,240.055504162812,3502.5
"1736","dusky","d","u","s","k","y",5.28060437866173,9.15047795251311,4.10884983040395,3.87758248535307,10.0292938637064,5,32.4468085106383,162.234042553192,8208.5
"1737","dizzy","d","i","z","z","y",5.28060437866173,10.6614246068455,1.09466543324083,0.971322849213691,10.0292938637064,4,28.0373111316682,112.149244526673,11782.5
"1738","lithe","l","i","t","h","e",4.44804193647857,10.6614246068455,4.74868948504471,1.81159420289855,11.7329633055813,5,33.4027135368486,167.013567684243,7771
"1739","brook","b","r","o","o","k",7.00740055504163,7.2463768115942,7.65494912118409,5.38082022818378,1.99660807893925,4,29.286154794943,117.144619179772,11528
"1740","jazzy","j","a","z","z","y",1.55720012334258,17.445266728338,1.09466543324083,0.971322849213691,10.0292938637064,4,31.0977489978415,124.390995991366,11133
"1741","fifty","f","i","f","t","y",4.60992907801418,10.6614246068455,1.37218624730188,6.92260252852297,10.0292938637064,4,33.595436324391,134.381745297564,10481
"1742","sense","s","e","n","s","e",12.0644465001542,12.550107924761,7.43139068763491,3.97779833487512,11.7329633055813,3,47.7567067530065,143.270120259019,9808.5
"1743","giant","g","i","a","n","t",4.91828553808202,10.6614246068455,9.52821461609621,6.07462226333642,5.60437866173296,5,36.7869256860931,183.934628430466,6492
"1744","surly","s","u","r","l","y",12.0644465001542,9.15047795251311,9.23527597903176,5.94357076780759,10.0292938637064,5,46.4230650632131,232.115325316065,3880
"1745","legal","l","e","g","a","l",4.44804193647857,12.550107924761,2.80604378661733,8.27937095282146,3.66944187480728,4,31.7530064754857,127.012025901943,10961
"1746","fatal","f","a","t","a","l",4.60992907801418,17.445266728338,4.74868948504471,8.27937095282146,3.66944187480728,4,38.7526981190256,155.010792476102,8858.5
"1747","flunk","f","l","u","n","k",4.60992907801418,5.38852913968548,5.14184397163121,6.07462226333642,1.99660807893925,5,23.2115325316065,116.057662658033,11585
"1748","began","b","e","g","a","n",7.00740055504163,12.550107924761,2.80604378661733,8.27937095282146,4.08572309589886,5,34.7286463151403,173.643231575702,7247
"1749","prune","p","r","u","n","e",6.62195497995683,7.2463768115942,5.14184397163121,6.07462226333642,11.7329633055813,5,36.8177613320999,184.0888066605,6481
"1750","small","s","m","a","l","l",12.0644465001542,1.44927536231884,9.52821461609621,5.94357076780759,3.66944187480728,4,32.6549491211841,130.619796484736,10754
"1751","slant","s","l","a","n","t",12.0644465001542,5.38852913968548,9.52821461609621,6.07462226333642,5.60437866173296,5,38.6601911810052,193.300955905026,5887.5
"1752","scoff","s","c","o","f","f",12.0644465001542,1.35676842429849,7.65494912118409,1.79617637989516,0.632130743139069,4,23.504471168671,94.0178846746839,12447
"1753","torus","t","o","r","u","s",6.28276287388221,16.1578785075547,9.23527597903176,3.09127351218008,30.5118717237126,5,65.2790625963614,326.395312981807,598.5
"1754","ninny","n","i","n","n","y",2.50539623805119,10.6614246068455,7.43139068763491,6.07462226333642,10.0292938637064,3,36.7021276595745,110.106382978723,11880
"1755","covey","c","o","v","e","y",7.10761640456368,16.1578785075547,1.85013876040703,17.9386370644465,10.0292938637064,5,53.0835646006784,265.417823003392,2485
"1756","viper","v","i","p","e","r",1.86555658341042,10.6614246068455,2.80604378661733,17.9386370644465,5.18809744064138,5,38.4597594819612,192.298797409806,5952
"1757","taken","t","a","k","e","n",6.28276287388221,17.445266728338,2.0968239284613,17.9386370644465,4.08572309589886,5,47.8492136910268,239.246068455134,3546.5
"1758","moral","m","o","r","a","l",5.3422756706753,16.1578785075547,9.23527597903176,8.27937095282146,3.66944187480728,5,42.6842429848905,213.421214924453,4814.5
"1759","vogue","v","o","g","u","e",1.86555658341042,16.1578785075547,2.80604378661733,3.09127351218008,11.7329633055813,5,35.6537156953438,178.268578476719,6901.5
"1760","owing","o","w","i","n","g",2.01973481344434,1.25655257477644,8.10206598828245,6.07462226333642,1.10237434474252,5,18.5553499845822,92.7767499229109,12488
"1761","token","t","o","k","e","n",6.28276287388221,16.1578785075547,2.0968239284613,17.9386370644465,4.08572309589886,5,46.5618254702436,232.809127351218,3852
"1762","entry","e","n","t","r","y",2.33580018501388,2.65957446808511,4.74868948504471,5.5427073697194,10.0292938637064,5,25.3160653715695,126.580326857848,10992.5
"1763","booth","b","o","o","t","h",7.00740055504163,16.1578785075547,7.65494912118409,6.92260252852297,2.85229725562751,4,40.5951279679309,162.380511871724,8192
"1764","voter","v","o","t","e","r",1.86555658341042,16.1578785075547,4.74868948504471,17.9386370644465,5.18809744064138,5,45.8988590810977,229.494295405489,4009
"1765","chide","c","h","i","d","e",7.10761640456368,4.20906567992599,8.10206598828245,3.6308973172988,11.7329633055813,5,34.7826086956522,173.913043478261,7231.5
"1766","elfin","e","l","f","i","n",2.33580018501388,5.38852913968548,1.37218624730188,6.78384212149244,4.08572309589886,5,19.9660807893925,99.8304039469627,12276
"1767","ebony","e","b","o","n","y",2.33580018501388,0.624421831637373,7.65494912118409,6.07462226333642,10.0292938637064,5,26.7190872648782,133.595436324391,10528.5
"1768","neigh","n","e","i","g","h",2.50539623805119,12.550107924761,8.10206598828245,3.26086956521739,2.85229725562751,5,29.2707369719396,146.353684859698,9567
"1769","minim","m","i","n","i","m",5.3422756706753,10.6614246068455,7.43139068763491,6.78384212149244,1.40302189330866,3,31.6219549799568,94.8658649398705,12425
"1770","melon","m","e","l","o","n",5.3422756706753,12.550107924761,6.53715695343818,5.38082022818378,4.08572309589886,5,33.8960838729571,169.480419364786,7566.5
"1771","kneed","k","n","e","e","d",2.89855072463768,2.65957446808511,6.79925994449584,17.9386370644465,6.34443416589578,4,36.6404563675609,146.561825470244,9553.5
"1772","decoy","d","e","c","o","y",5.28060437866173,12.550107924761,3.02189330866482,5.38082022818378,10.0292938637064,5,36.2627197039778,181.313598519889,6685.5
"1773","voila","v","o","i","l","a",1.86555658341042,16.1578785075547,8.10206598828245,5.94357076780759,5.24205982115325,5,37.3111316682084,186.555658341042,6312
"1774","ankle","a","n","k","l","e",5.68146777674992,2.65957446808511,2.0968239284613,5.94357076780759,11.7329633055813,5,28.1144002466852,140.572001233426,10021
"1775","arrow","a","r","r","o","w",5.68146777674992,7.2463768115942,9.23527597903176,5.38082022818378,0.493370336108541,4,28.0373111316682,112.149244526673,11782.5
"1776","mushy","m","u","s","h","y",5.3422756706753,9.15047795251311,4.10884983040395,1.81159420289855,10.0292938637064,5,30.4424915201973,152.212457600987,9103.5
"1777","tribe","t","r","i","b","e",6.28276287388221,7.2463768115942,8.10206598828245,1.87326549491212,11.7329633055813,5,35.2374344742522,176.187172371261,7041
"1778","cease","c","e","a","s","e",7.10761640456368,12.550107924761,9.52821461609621,3.97779833487512,11.7329633055813,4,44.8967005858773,179.586802343509,6797
"1779","eager","e","a","g","e","r",2.33580018501388,17.445266728338,2.80604378661733,17.9386370644465,5.18809744064138,4,45.713845205057,182.855380820228,6576
"1780","birth","b","i","r","t","h",7.00740055504163,10.6614246068455,9.23527597903176,6.92260252852297,2.85229725562751,5,36.6790009250694,183.395004625347,6539.5
"1781","graph","g","r","a","p","h",4.91828553808202,7.2463768115942,9.52821461609621,3.22232500770891,2.85229725562751,5,27.7674992291089,138.837496145544,10148
"1782","odder","o","d","d","e","r",2.01973481344434,0.647548566142461,3.00647548566142,17.9386370644465,5.18809744064138,4,28.8004933703361,115.201973481344,11629
"1783","terra","t","e","r","r","a",6.28276287388221,12.550107924761,9.23527597903176,5.5427073697194,5.24205982115325,4,38.8529139685476,155.411655874191,8824
"1784","weird","w","e","i","r","d",3.18378045020043,12.550107924761,8.10206598828245,5.5427073697194,6.34443416589578,5,35.7230958988591,178.615479494295,6874.5
"1785","tried","t","r","i","e","d",6.28276287388221,7.2463768115942,8.10206598828245,17.9386370644465,6.34443416589578,5,45.9142769041011,229.571384520506,4005.5
"1786","clack","c","l","a","c","k",7.10761640456368,5.38852913968548,9.52821461609621,3.16836262719704,1.99660807893925,4,27.1893308664817,108.757323465927,11943.5
"1787","color","c","o","l","o","r",7.10761640456368,16.1578785075547,6.53715695343818,5.38082022818378,5.18809744064138,4,40.3715695343817,161.486278137527,8270.5
"1788","rough","r","o","u","g","h",4.84119642306506,16.1578785075547,5.14184397163121,3.26086956521739,2.85229725562751,5,32.2540857230959,161.270428615479,8296
"1789","weigh","w","e","i","g","h",3.18378045020043,12.550107924761,8.10206598828245,3.26086956521739,2.85229725562751,5,29.9491211840888,149.745605920444,9301.5
"1790","uncut","u","n","c","u","t",1.45698427382054,2.65957446808511,3.02189330866482,3.09127351218008,5.60437866173296,4,15.8341042244835,63.336416897934,12928
"1791","ladle","l","a","d","l","e",4.44804193647857,17.445266728338,3.00647548566142,5.94357076780759,11.7329633055813,4,42.5763182238668,170.305272895467,7501
"1792","strip","s","t","r","i","p",12.0644465001542,1.84242984890533,9.23527597903176,6.78384212149244,1.13320999074931,5,31.059204440333,155.296022201665,8834
"1793","craft","c","r","a","f","t",7.10761640456368,7.2463768115942,9.52821461609621,1.79617637989516,5.60437866173296,5,31.2827628738822,156.413814369411,8735.5
"1794","minus","m","i","n","u","s",5.3422756706753,10.6614246068455,7.43139068763491,3.09127351218008,30.5118717237126,5,57.0382362010484,285.191181005242,1785
"1795","dicey","d","i","c","e","y",5.28060437866173,10.6614246068455,3.02189330866482,17.9386370644465,10.0292938637064,5,46.931853222325,234.659266111625,3762.5
"1796","titan","t","i","t","a","n",6.28276287388221,10.6614246068455,4.74868948504471,8.27937095282146,4.08572309589886,4,34.0579710144928,136.231884057971,10327
"1797","lucid","l","u","c","i","d",4.44804193647857,9.15047795251311,3.02189330866482,6.78384212149244,6.34443416589578,5,29.7486894850447,148.743447425224,9392.5
"1798","vicar","v","i","c","a","r",1.86555658341042,10.6614246068455,3.02189330866482,8.27937095282146,5.18809744064138,5,29.0163428923836,145.081714461918,9675
"1799","dress","d","r","e","s","s",5.28060437866173,7.2463768115942,6.79925994449584,3.97779833487512,30.5118717237126,4,53.8159111933395,215.263644773358,4732
"1800","ditch","d","i","t","c","h",5.28060437866173,10.6614246068455,4.74868948504471,3.16836262719704,2.85229725562751,5,26.7113783533765,133.556891766883,10531.5
"1801","gypsy","g","y","p","s","y",4.91828553808202,2.08911501695961,2.80604378661733,3.97779833487512,10.0292938637064,4,23.8205365402405,95.2821461609621,12416.5
"1802","pasta","p","a","s","t","a",6.62195497995683,17.445266728338,4.10884983040395,6.92260252852297,5.24205982115325,4,40.340733888375,161.3629355535,8285
"1803","taffy","t","a","f","f","y",6.28276287388221,17.445266728338,1.37218624730188,1.79617637989516,10.0292938637064,4,36.9256860931237,147.702744372495,9464.5
"1804","flame","f","l","a","m","e",4.60992907801418,5.38852913968548,9.52821461609621,3.09898242368178,11.7329633055813,5,34.3586185630589,171.793092815294,7386.5
"1805","swoop","s","w","o","o","p",12.0644465001542,1.25655257477644,7.65494912118409,5.38082022818378,1.13320999074931,4,27.4899784150478,109.959913660191,11888
"1806","aloof","a","l","o","o","f",5.68146777674992,5.38852913968548,7.65494912118409,5.38082022818378,0.632130743139069,4,24.7378970089423,98.9515880357693,12302
"1807","sight","s","i","g","h","t",12.0644465001542,10.6614246068455,2.80604378661733,1.81159420289855,5.60437866173296,5,32.9478877582485,164.739438791243,7975.5
"1808","broke","b","r","o","k","e",7.00740055504163,7.2463768115942,7.65494912118409,3.87758248535307,11.7329633055813,5,37.5192722787542,187.596361393771,6249
"1809","teary","t","e","a","r","y",6.28276287388221,12.550107924761,9.52821461609621,5.5427073697194,10.0292938637064,5,43.9330866481653,219.665433240826,4509.5
"1810","chart","c","h","a","r","t",7.10761640456368,4.20906567992599,9.52821461609621,5.5427073697194,5.60437866173296,5,31.9919827320382,159.959913660191,8415
"1811","sixty","s","i","x","t","y",12.0644465001542,10.6614246068455,1.02528522972556,6.92260252852297,10.0292938637064,5,40.7030527289547,203.515263644773,5301
"1812","wordy","w","o","r","d","y",3.18378045020043,16.1578785075547,9.23527597903176,3.6308973172988,10.0292938637064,5,42.2371261177922,211.185630588961,4918
"1813","sheer","s","h","e","e","r",12.0644465001542,4.20906567992599,6.79925994449584,17.9386370644465,5.18809744064138,4,46.1995066296639,184.798026518656,6428
"1814","leper","l","e","p","e","r",4.44804193647857,12.550107924761,2.80604378661733,17.9386370644465,5.18809744064138,4,42.9309281529448,171.723712611779,7393.5
"1815","nosey","n","o","s","e","y",2.50539623805119,16.1578785075547,4.10884983040395,17.9386370644465,10.0292938637064,5,50.7400555041628,253.700277520814,2911
"1816","bulge","b","u","l","g","e",7.00740055504163,9.15047795251311,6.53715695343818,3.26086956521739,11.7329633055813,5,37.6888683317916,188.444341658958,6192
"1817","savor","s","a","v","o","r",12.0644465001542,17.445266728338,1.85013876040703,5.38082022818378,5.18809744064138,5,41.9287696577243,209.643848288622,4996
"1818","clamp","c","l","a","m","p",7.10761640456368,5.38852913968548,9.52821461609621,3.09898242368178,1.13320999074931,5,26.2565525747764,131.282762873882,10704.5
"1819","funky","f","u","n","k","y",4.60992907801418,9.15047795251311,7.43139068763491,3.87758248535307,10.0292938637064,5,35.0986740672217,175.493370336109,7100.5
"1820","foamy","f","o","a","m","y",4.60992907801418,16.1578785075547,9.52821461609621,3.09898242368178,10.0292938637064,5,43.4242984890533,217.121492445267,4639
"1821","toxic","t","o","x","i","c",6.28276287388221,16.1578785075547,1.02528522972556,6.78384212149244,0.979031760715387,5,31.2288004933703,156.144002466852,8760.5
"1822","brand","b","r","a","n","d",7.00740055504163,7.2463768115942,9.52821461609621,6.07462226333642,6.34443416589578,5,36.2010484119642,181.005242059821,6708
"1823","plumb","p","l","u","m","b",6.62195497995683,5.38852913968548,5.14184397163121,3.09898242368178,0.454825778600062,5,20.7061362935553,103.530681467777,12146
"1824","dingy","d","i","n","g","y",5.28060437866173,10.6614246068455,7.43139068763491,3.26086956521739,10.0292938637064,5,36.663583102066,183.31791551033,6541
"1825","butte","b","u","t","t","e",7.00740055504163,9.15047795251311,4.74868948504471,6.92260252852297,11.7329633055813,4,39.5621338267037,158.248535306815,8560
"1826","drill","d","r","i","l","l",5.28060437866173,7.2463768115942,8.10206598828245,5.94357076780759,3.66944187480728,4,30.2420598211533,120.968239284613,11335
"1827","tripe","t","r","i","p","e",6.28276287388221,7.2463768115942,8.10206598828245,3.22232500770891,11.7329633055813,5,36.586493987049,182.932469935245,6570.5
"1828","bicep","b","i","c","e","p",7.00740055504163,10.6614246068455,3.02189330866482,17.9386370644465,1.13320999074931,5,39.7625655257478,198.812827628739,5559
"1829","tenor","t","e","n","o","r",6.28276287388221,12.550107924761,7.43139068763491,5.38082022818378,5.18809744064138,5,36.8331791551033,184.165895775516,6475
"1830","krill","k","r","i","l","l",2.89855072463768,7.2463768115942,8.10206598828245,5.94357076780759,3.66944187480728,4,27.8600061671292,111.440024668517,11814.5
"1831","worse","w","o","r","s","e",3.18378045020043,16.1578785075547,9.23527597903176,3.97779833487512,11.7329633055813,5,44.2876965772433,221.438482886216,4418.5
"1832","drama","d","r","a","m","a",5.28060437866173,7.2463768115942,9.52821461609621,3.09898242368178,5.24205982115325,4,30.3962380511872,121.584952204749,11295.5
"1833","hyena","h","y","e","n","a",3.76965772432932,2.08911501695961,6.79925994449584,6.07462226333642,5.24205982115325,5,23.9747147702744,119.873573851372,11386
"1834","think","t","h","i","n","k",6.28276287388221,4.20906567992599,8.10206598828245,6.07462226333642,1.99660807893925,5,26.6651248843663,133.325624421832,10551
"1835","ratio","r","a","t","i","o",4.84119642306506,17.445266728338,4.74868948504471,6.78384212149244,2.99876657415973,5,36.8177613320999,184.0888066605,6481
"1836","cobra","c","o","b","r","a",7.10761640456368,16.1578785075547,2.58248535306815,5.5427073697194,5.24205982115325,5,36.6327474560592,183.163737280296,6554.5
"1837","basil","b","a","s","i","l",7.00740055504163,17.445266728338,4.10884983040395,6.78384212149244,3.66944187480728,5,39.0148011100833,195.074005550416,5784
"1838","scrum","s","c","r","u","m",12.0644465001542,1.35676842429849,9.23527597903176,3.09127351218008,1.40302189330866,5,27.1507863089732,135.753931544866,10365
"1839","bused","b","u","s","e","d",7.00740055504163,9.15047795251311,4.10884983040395,17.9386370644465,6.34443416589578,5,44.549799568301,222.748997841505,4352.5
"1840","phone","p","h","o","n","e",6.62195497995683,4.20906567992599,7.65494912118409,6.07462226333642,11.7329633055813,5,36.2935553499846,181.467776749923,6675.5
"1841","court","c","o","u","r","t",7.10761640456368,16.1578785075547,5.14184397163121,5.5427073697194,5.60437866173296,5,39.554424915202,197.77212457601,5618.5
"1842","camel","c","a","m","e","l",7.10761640456368,17.445266728338,3.93925377736664,17.9386370644465,3.66944187480728,5,50.100215849522,250.50107924761,3030.5
"1843","proof","p","r","o","o","f",6.62195497995683,7.2463768115942,7.65494912118409,5.38082022818378,0.632130743139069,4,27.536231884058,110.144927536232,11874
"1844","heard","h","e","a","r","d",3.76965772432932,12.550107924761,9.52821461609621,5.5427073697194,6.34443416589578,5,37.7351218008017,188.675609004009,6178.5
"1845","angel","a","n","g","e","l",5.68146777674992,2.65957446808511,2.80604378661733,17.9386370644465,3.66944187480728,5,32.7551649707061,163.775824853531,8066
"1846","petal","p","e","t","a","l",6.62195497995683,12.550107924761,4.74868948504471,8.27937095282146,3.66944187480728,5,35.8695652173913,179.347826086957,6813
"1847","pouty","p","o","u","t","y",6.62195497995683,16.1578785075547,5.14184397163121,6.92260252852297,10.0292938637064,5,44.8735738513722,224.367869256861,4273
"1848","throb","t","h","r","o","b",6.28276287388221,4.20906567992599,9.23527597903176,5.38082022818378,0.454825778600062,5,25.5627505396238,127.813752698119,10914.5
"1849","maybe","m","a","y","b","e",5.3422756706753,17.445266728338,1.64199814986124,1.87326549491212,11.7329633055813,5,38.0357693493679,190.178846746839,6092.5
"1850","fetal","f","e","t","a","l",4.60992907801418,12.550107924761,4.74868948504471,8.27937095282146,3.66944187480728,5,33.8575393154487,169.287696577243,7587
"1851","sprig","s","p","r","i","g",12.0644465001542,1.78075855689177,9.23527597903176,6.78384212149244,1.10237434474252,5,30.9666975023127,154.833487511563,8879.5
"1852","spine","s","p","i","n","e",12.0644465001542,1.78075855689177,8.10206598828245,6.07462226333642,11.7329633055813,5,39.7548566142461,198.77428307123,5561
"1853","shout","s","h","o","u","t",12.0644465001542,4.20906567992599,7.65494912118409,3.09127351218008,5.60437866173296,5,32.6241134751773,163.120567375887,8129
"1854","cadet","c","a","d","e","t",7.10761640456368,17.445266728338,3.00647548566142,17.9386370644465,5.60437866173296,5,51.1023743447425,255.511871723713,2836
"1855","macro","m","a","c","r","o",5.3422756706753,17.445266728338,3.02189330866482,5.5427073697194,2.99876657415973,5,34.3509096515572,171.754548257786,7389
"1856","dodgy","d","o","d","g","y",5.28060437866173,16.1578785075547,3.00647548566142,3.26086956521739,10.0292938637064,4,37.7351218008017,150.940487203207,9205.5
"1857","satyr","s","a","t","y","r",12.0644465001542,17.445266728338,4.74868948504471,0.832562442183164,5.18809744064138,5,40.2790625963614,201.395312981807,5417
"1858","rarer","r","a","r","e","r",4.84119642306506,17.445266728338,9.23527597903176,17.9386370644465,5.18809744064138,3,54.6484736355227,163.945420906568,8048
"1859","binge","b","i","n","g","e",7.00740055504163,10.6614246068455,7.43139068763491,3.26086956521739,11.7329633055813,5,40.0940487203207,200.470243601603,5464
"1860","trend","t","r","e","n","d",6.28276287388221,7.2463768115942,6.79925994449584,6.07462226333642,6.34443416589578,5,32.7474560592044,163.737280296022,8068.5
"1861","nutty","n","u","t","t","y",2.50539623805119,9.15047795251311,4.74868948504471,6.92260252852297,10.0292938637064,4,33.3564600678384,133.425840271354,10545
"1862","leapt","l","e","a","p","t",4.44804193647857,12.550107924761,9.52821461609621,3.22232500770891,5.60437866173296,5,35.3530681467777,176.765340733888,7006
"1863","amiss","a","m","i","s","s",5.68146777674992,1.44927536231884,8.10206598828245,3.97779833487512,30.5118717237126,4,49.7224791859389,198.889916743756,5553.5
"1864","split","s","p","l","i","t",12.0644465001542,1.78075855689177,6.53715695343818,6.78384212149244,5.60437866173296,5,32.7705827937095,163.852913968548,8059
"1865","myrrh","m","y","r","r","h",5.3422756706753,2.08911501695961,9.23527597903176,5.5427073697194,2.85229725562751,4,25.0616712920136,100.246685168054,12265
"1866","width","w","i","d","t","h",3.18378045020043,10.6614246068455,3.00647548566142,6.92260252852297,2.85229725562751,5,26.6265803268578,133.132901634289,10568
"1867","sonar","s","o","n","a","r",12.0644465001542,16.1578785075547,7.43139068763491,8.27937095282146,5.18809744064138,5,49.1211840888067,245.605920444033,3232
"1868","tower","t","o","w","e","r",6.28276287388221,16.1578785075547,2.08911501695961,17.9386370644465,5.18809744064138,5,47.6564909034844,238.282454517422,3582.5
"1869","baron","b","a","r","o","n",7.00740055504163,17.445266728338,9.23527597903176,5.38082022818378,4.08572309589886,5,43.154486586494,215.77243293247,4704
"1870","fever","f","e","v","e","r",4.60992907801418,12.550107924761,1.85013876040703,17.9386370644465,5.18809744064138,4,42.1369102682701,168.54764107308,7653
"1871","waver","w","a","v","e","r",3.18378045020043,17.445266728338,1.85013876040703,17.9386370644465,5.18809744064138,5,45.6059204440333,228.029602220167,4093
"1872","spark","s","p","a","r","k",12.0644465001542,1.78075855689177,9.52821461609621,5.5427073697194,1.99660807893925,5,30.9127351218008,154.563675609004,8903
"1873","belie","b","e","l","i","e",7.00740055504163,12.550107924761,6.53715695343818,6.78384212149244,11.7329633055813,4,44.6114708603145,178.445883441258,6888
"1874","sloop","s","l","o","o","p",12.0644465001542,5.38852913968548,7.65494912118409,5.38082022818378,1.13320999074931,4,31.6219549799568,126.487819919827,11001.5
"1875","expel","e","x","p","e","l",2.33580018501388,0.43940795559667,2.80604378661733,17.9386370644465,3.66944187480728,4,27.1893308664817,108.757323465927,11943.5
"1876","smote","s","m","o","t","e",12.0644465001542,1.44927536231884,7.65494912118409,6.92260252852297,11.7329633055813,5,39.8242368177613,199.121184088807,5544.5
"1877","baler","b","a","l","e","r",7.00740055504163,17.445266728338,6.53715695343818,17.9386370644465,5.18809744064138,5,54.1165587419056,270.582793709528,2307.5
"1878","above","a","b","o","v","e",5.68146777674992,0.624421831637373,7.65494912118409,1.20259019426457,11.7329633055813,5,26.8963922294172,134.481961147086,10472.5
"1879","north","n","o","r","t","h",2.50539623805119,16.1578785075547,9.23527597903176,6.92260252852297,2.85229725562751,5,37.6734505087882,188.367252543941,6197
"1880","wafer","w","a","f","e","r",3.18378045020043,17.445266728338,1.37218624730188,17.9386370644465,5.18809744064138,5,45.1279679309282,225.639839654641,4210
"1881","scant","s","c","a","n","t",12.0644465001542,1.35676842429849,9.52821461609621,6.07462226333642,5.60437866173296,5,34.6284304656183,173.142152328091,7281
"1882","frill","f","r","i","l","l",4.60992907801418,7.2463768115942,8.10206598828245,5.94357076780759,3.66944187480728,4,29.5713845205057,118.285538082023,11470.5
"1883","awash","a","w","a","s","h",5.68146777674992,1.25655257477644,9.52821461609621,3.97779833487512,2.85229725562751,4,23.2963305581252,93.1853222325008,12472.5
"1884","snack","s","n","a","c","k",12.0644465001542,2.65957446808511,9.52821461609621,3.16836262719704,1.99660807893925,5,29.4172062904718,147.086031452359,9513.5
"1885","scowl","s","c","o","w","l",12.0644465001542,1.35676842429849,7.65494912118409,0.986740672217083,3.66944187480728,5,25.7323465926611,128.661732963306,10863
"1886","frail","f","r","a","i","l",4.60992907801418,7.2463768115942,9.52821461609621,6.78384212149244,3.66944187480728,5,31.8378045020043,159.189022510022,8483
"1887","drift","d","r","i","f","t",5.28060437866173,7.2463768115942,8.10206598828245,1.79617637989516,5.60437866173296,5,28.0296022201665,140.148011100833,10056
"1888","limbo","l","i","m","b","o",4.44804193647857,10.6614246068455,3.93925377736664,1.87326549491212,2.99876657415973,5,23.9207523897626,119.603761948813,11402
"1889","fence","f","e","n","c","e",4.60992907801418,12.550107924761,7.43139068763491,3.16836262719704,11.7329633055813,4,39.4927536231884,157.971014492754,8584
"1890","motel","m","o","t","e","l",5.3422756706753,16.1578785075547,4.74868948504471,17.9386370644465,3.66944187480728,5,47.8569226025285,239.284613012643,3543.5
"1891","ounce","o","u","n","c","e",2.01973481344434,9.15047795251311,7.43139068763491,3.16836262719704,11.7329633055813,5,33.5029293863706,167.514646931853,7729
"1892","wreak","w","r","e","a","k",3.18378045020043,7.2463768115942,6.79925994449584,8.27937095282146,1.99660807893925,5,27.5053962380512,137.526981190256,10233
"1893","revel","r","e","v","e","l",4.84119642306506,12.550107924761,1.85013876040703,17.9386370644465,3.66944187480728,4,40.8495220474869,163.398088189948,8103
"1894","talon","t","a","l","o","n",6.28276287388221,17.445266728338,6.53715695343818,5.38082022818378,4.08572309589886,5,39.731729879741,198.658649398705,5567.5
"1895","prior","p","r","i","o","r",6.62195497995683,7.2463768115942,8.10206598828245,5.38082022818378,5.18809744064138,4,32.5393154486586,130.157261794635,10782
"1896","knelt","k","n","e","l","t",2.89855072463768,2.65957446808511,6.79925994449584,5.94357076780759,5.60437866173296,5,23.9053345667592,119.526672833796,11409
"1897","cello","c","e","l","l","o",7.10761640456368,12.550107924761,6.53715695343818,5.94357076780759,2.99876657415973,4,35.1372186247302,140.548874498921,10024
"1898","flake","f","l","a","k","e",4.60992907801418,5.38852913968548,9.52821461609621,3.87758248535307,11.7329633055813,5,35.1372186247302,175.686093123651,7080
